"item_id","item_name","media_type","date_created","date_modified","file","description","rendered_flag","labeled_flag","html5_flag","flag1","flag2"
3095,"Heart0099","still","2013-01-08 12:27:33","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Pulmonary-Artery-Pulmonary-Valve","Close-up view of the pulmonary valve, as seen from above, within the pulmonary artery.",0,1,0,0,0
3096,"Heart0099","still","2013-01-08 12:27:33","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Atrium-Coronary-Sinus-Ostium","A view of the coronary sinus ostium with a thin Thebesian valve at the top, as seen from the right atrium.",0,1,0,0,0
3097,"Heart0099","still","2013-01-08 12:27:33","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Atrium-Crista-Terminalis","View of the crista terminalis, the structure where the pectinate muscles within the right atrium terminate.",0,1,0,0,0
3098,"Heart0099","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Atrium-Fossa-Ovalis","View of the fossa ovalis along the septal wall of the right atrium. ",0,1,0,0,0
3099,"Heart0099","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Atrium-Inferior-Vena-Cava-Ostium","View of the tied-up ostium of the inferior vena cava, as seen from within the right atrium.",0,1,0,0,0
3101,"Heart0099-1","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Atrium-Tricuspid-Valve-1","A view of the tricuspid valve, as seen from the right atrium, with each leaflet labeled.",0,1,0,0,0
3102,"Heart0099-2","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Atrium-Tricuspid-Valve-2","View of the tricuspid valve, as seen from above, within the right atrium. Part of the lateral wall can also be seen on the right side of the image.",0,1,0,0,0
3103,"Heart0099-Anterior","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Ventricle-Anterior-Papillary-Muscle","View of the anterior papillary muscle, as seen from within the right ventricle, with chordae tendineae shown that reach up to connect to the anterior leaflet of the tricuspid valve.",0,1,0,0,0
3104,"Heart0099","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Ventricle-Apex","A view looking into the apex of the right ventricle that shows the  networked trabeculations and conduction bands.",0,1,0,0,0
3105,"Heart0099","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Ventricle-Outflow-Tract","View of the pulmonary valve, as seen from below within the right ventricular outflow tract.",0,1,0,0,0
3106,"Heart0099-Posterior","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Ventricle-Posterior-Papillary-Muscle","View of the posterior papillary muscle, as seen from within the right ventricle. Chordae tendineae are also shown reaching up to connect to the posterior leaflet of the tricuspid valve.",0,1,0,0,0
3107,"Heart0099-Septal","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Ventricle-Septal-Papillary-Muscle","View of the septal papillary muscles, as seen from within the right ventricle. Chordae tendineae are also shown reaching up to connect to the septal leaflet of the tricuspid valve.",0,1,0,0,0
3108,"Heart0099","still","2013-01-08 12:27:34","2013-01-08 12:28:27","Heart0099-Perfusion-Fixed-Right-Ventricle-Tricuspid-Valve","View of the tricuspid valve, as seen from below within the right ventricle.",0,1,0,0,0
3109,"Heart0100-Left","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Aorta-Left-Coronary-Artery-Ostia","View of the left coronary artery ostium, as seen from within the aortic root. The left coronary cusp of the aortic valve is also visible in the top left corner of the image.",0,1,0,0,0
3110,"Heart0100-Right","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Aorta-Right-Coronary-Artery-Ostia","View of the right coronary artery ostium, as seen from within the aortic root. The right coronary cusp of the aortic valve is also visible in the bottom left corner of the image.",0,1,0,0,0
3111,"Heart0100","still","2013-01-09 15:05:16","2014-07-24 13:21:52","Heart0100-Perfusion-Fixed-Left-Atrium-Fossa-Ovalis","View of the fossa ovalis, along the septal wall of the left atrium. The valve of Foramen ovale is also shown just below the fossa ovalis.",0,1,0,0,0
3112,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Atrium-Left-Atrial-Appendage","Peering at the left atrial appendage, the wall is covered in pectinate muscles, and it is a very narrow, deep structure.",0,1,0,0,0
3113,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Atrium-Mitral-Valve","View of the mitral valve from above, showing the anterior leaflet on the top and the posterior leaflet on the bottom.",0,1,0,0,0
3114,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Atrium-Pulmonary-Vein-Ostia","View of the left pulmonary vein ostia, as seen from the left atrium. ",0,1,0,0,0
3115,"Heart0100-Anterior","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Anterior-Papillary-Muscle","View of the anterior papillary muscles as seen from within the left ventricle, with chordae tendineae shown that reach up to connect to the anterior leaflet of the mitral valve.",0,1,0,0,0
3116,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Aortic-Valve","Close-up view of the aortic valve, as seen from below with the left ventricle.",0,1,0,0,0
3117,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Apex","A view looking into the apex of the left ventricle that clearly demonstrates the high degree of networked trabeculations and conduction bands.",0,1,0,0,0
3118,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Free-Wall","View of the highly trabeculated free wall of the left ventricle.",0,1,0,0,0
3119,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Interventricular-Septum","View showing the smooth septal wall of the left ventricle. Trabeculae carneae can also been seen on the right side of the image.",0,1,0,0,0
3120,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Left-Ventricle-Bands","This image shows white ventricular bands reaching from one side of the left ventricle to the other  or between trabeculations to help synchronize conduction throughout the myocardium.",0,1,0,0,0
3121,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Mitral-Valve","View of the mitral valve, as seen from below, within the left ventricle. Chordae tendineae can be seen extending from the leaflets to connect the mitral valve leaflets to the papillary muscles.",0,1,0,0,0
3122,"Heart0100-Posterior","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Left-Ventricle-Posterior-Papillary-Muscle","View looking down into the left ventricular apex, showing trabeculations and posterior papillary muscles connecting to the posterior leaflet of the mitral valve by chordae tendineae.",0,1,0,0,0
3123,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Pulmonary-Artery-Pulmonary-Valve","Close-up view of the pulmonary valve, as seen from the pulmonary artery looking down towards the right ventricular outflow tract.",0,1,0,0,0
3124,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Atrium-Coronary-Sinus-Ostium","A view of the coronary sinus ostium with a thin Thebesian valve at the right, as seen from the right atrium. The tricuspid valve is also shown on the right side of the image.",0,1,0,0,0
3126,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Atrium-Fossa-Ovalis","View of the fossa ovalis along the septal wall of the right atrium. ",0,1,0,0,0
3127,"Heart0100-1","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Atrium-Tricuspid-Valve-1","A view of the tricuspid valve, as seen from the right atrium, with each leaflet labeled.",0,1,0,0,0
3128,"Heart0100-2","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Atrium-Tricuspid-Valve-2","View of the tricuspid valve, as seen from above within the right atrium.",0,1,0,0,0
3129,"Heart0100-Anterior","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Ventricle-Anterior-Papillary-Muscle","View of the anterior papillary muscle, as seen from within the right ventricle, with trabeculations visible in the background.",0,1,0,0,0
3130,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Ventricle-Apex","View of the trabeculated apex of the right ventricle.",0,1,0,0,0
3131,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Ventricle-Moderator-Band","View from within the right ventricle of the moderator band which connects the anterior papillary muscle to the septal wall of the right ventricle.",0,1,0,0,0
3132,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Ventricle-Outflow-Tract","View of the pulmonary valve, as seen from below within the right ventricular outflow tract.",0,1,0,0,0
3133,"Heart0100-Posterior","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Ventricle-Posterior-Papillary-Muscle","View of the posterior papillary muscle, as seen from within the right ventricle. Chordae tendineae are also shown reaching up to connect to the posterior leaflet of the tricuspid valve.",0,1,0,0,0
3134,"Heart0100-Septal","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Ventricle-Septal-Papillary-Muscle","View of the septal papillary muscles, as seen from within the right ventricle. Chordae tendineae are also shown reaching up to connect to the septal leaflet of the tricuspid valve.",0,1,0,0,0
3135,"Heart0100","still","2013-01-09 15:05:16","2013-01-09 15:06:34","Heart0100-Perfusion-Fixed-Right-Ventricle-Tricuspid-Valve","View of the tricuspid valve, as seen from below within the right ventricle.",0,1,0,0,0
3136,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Aorta-Aortic-Valve","View of the aortic valve as seen from above within the aortic root. The three cusps are clearly visible and labeled.",0,1,0,0,0
3137,"Heart0103-Left","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Aorta-Left-Coronary-Artery-Ostia","View of the left coronary artery ostium, as seen from within the aortic root. The left coronary cusp of the aortic valve is also visible in the top right corner of the image.",0,1,0,0,0
3138,"Heart0103-Right","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Aorta-Right-Coronary-Artery-Ostia","Close-up view of the right coronary artery ostium, as seen from within the aortic root. ",0,1,0,0,0
3139,"Heart0103","still","2013-01-10 08:38:07","2014-07-24 13:21:52","Heart0103-Perfusion-Fixed-Left-Atrium-Fossa-Ovalis","View of the fossa ovalis, along the septal wall of the left atrium. ",0,1,0,0,0
3140,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Atrium-Left-Atrial-Appendage","Peering at the left atrial appendage, the wall is covered in pectinate muscles, and it is a very narrow, deep structure.",0,1,0,0,0
3141,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Atrium-Mitral-Valve","View of the mitral valve from above, showing the anterior leaflet on the left and the posterior leaflet on the right. The left atrial appendage is also visible in the bottom right corner of the image.",0,1,0,0,0
3142,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Atrium-Pulmonary-Vein-Ostia","View of the pulmonary vein ostia, as seen from the left atrium. ",0,1,0,0,0
3143,"Heart0103-Anterior","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Left-Ventricle-Anterior-Papillary-Muscle","View of the anterior papillary muscle as seen from within the left ventricle, with chordae tendineae shown that reach up to connect to the anterior leaflet of the mitral valve.",0,1,0,0,0
3144,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Ventricle-Aortic-Valve","Close-up view of the aortic valve, as seen from below with the left ventricle.",0,1,0,0,0
3145,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Ventricle-Apex","View of the trabeculated apex of the left ventricle. Papillary muscles are also seen on the left side of the image reaching down towards the apex.",0,1,0,0,0
3146,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Ventricle-Free-Wall","View of the highly trabeculated free wall of the left ventricle.",0,1,0,0,0
3147,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Ventricle-Interventricular-Septum","View showing the smooth septal wall of the left ventricle. ",0,1,0,0,0
3148,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Ventricle-Left-Ventricle-Bands","This image shows white left ventricular bands reaching between trabeculations to help synchronize conduction throughout the myocardium.",0,1,0,0,0
3149,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Left-Ventricle-Mitral-Valve","View of the mitral valve, as seen from below, within the left ventricle. Chordae tendineae can be seen extending from the leaflets to connect the mitral valve leaflets to the papillary muscles.",0,1,0,0,0
3150,"Heart0103-Posterior","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Left-Ventricle-Posterior-Papillary-Muscle","View of the posterior papillary muscles, as seen from within the left ventricle. These muscles connect to the posterior leaflet of the mitral valve by the chordae tendineae shown in this image.",0,1,0,0,0
3151,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Pulmonary-Artery-Pulmonary-Valve","View of the pulmonary valve, as seen from the pulmonary artery looking down towards the right ventricular outflow tract.",0,1,0,0,0
3152,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Atrium-Coronary-Sinus-Ostium","A view of the coronary sinus ostium with the Thebesian valve to its right, as seen from within the right atrium. ",0,1,0,0,0
3153,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Atrium-Crista-Terminalis","View from within the right atrium of the crista terminalis, the structure where the pectinate muscles within the right atrial appendage terminate.",0,1,0,0,0
3154,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Atrium-Fossa-Ovalis","View of the fossa ovalis along the septal wall of the right atrium. ",0,1,0,0,0
3155,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Atrium-Inferior-Vena-Cava-Ostium","View of the inferior vena cava ostium, which is located just to the right of the fossa ovalis in this image. To the right of the inferior vena cava ostium, the pectinate muscles along the lateral wall can be seen.",0,1,0,0,0
3157,"Heart0103-1","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Right-Atrium-Tricuspid-Valve-1","View of the tricuspid valve, as seen from above within the right atrium, with each leaflet labeled.",0,1,0,0,0
3158,"Heart0103-2","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Right-Atrium-Tricuspid-Valve-2","View of the tricuspid valve, as seen from above within the right atrium.",0,1,0,0,0
3159,"Heart0103-Anterior","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Right-Ventricle-Anterior-Papillary-Muscle","View of the anterior papillary muscle, as seen looking down into the right ventricle. The apex is partially visible in the background and chordae tendineae are shown which connect the muscle to the anterior leaflet of the tricuspid valve.",0,1,0,0,0
3160,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Ventricle-Apex","View of the apex of the right ventricle which consists of papillary muscles, trabeculations and conduction bands.",0,1,0,0,0
3161,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Ventricle-Moderator-Band","Close-up view from within the right ventricle of the moderator band which connects the anterior papillary muscle to the septal wall of the right ventricle.",0,1,0,0,0
3162,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Ventricle-Outflow-Tract","View of the pulmonary valve, as seen from below within the trabeculated right ventricular outflow tract.",0,1,0,0,0
3163,"Heart0103-Posterior","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Right-Ventricle-Posterior-Papillary-Muscle","View of the posterior papillary muscle, as seen from within the right ventricle. Chordae tendineae are also shown reaching up to connect to the posterior leaflet of the tricuspid valve.",0,1,0,0,0
3164,"Heart0103-Septal","still","2013-01-10 08:38:07","2013-01-10 08:45:31","Heart0103-Perfusion-Fixed-Right-Ventricle-Septal-Papillary-Muscle","View of the septal papillary muscles, as seen from within the right ventricle. Chordae tendineae are also shown reaching up to connect to the septal leaflet of the tricuspid valve.",0,1,0,0,0
3165,"Heart0103","still","2013-01-10 08:38:07","2013-01-10 08:38:54","Heart0103-Perfusion-Fixed-Right-Ventricle-Tricuspid-Valve","View of the tricuspid valve, as seen from below within the right ventricle.",0,1,0,0,0
3166,"Heart0104-Left","still","2013-01-10 10:37:06","2013-01-10 10:37:52","Heart0104-Perfusion-Fixed-Aorta-Left-Coronary-Artery-Ostia","The left coronary artery ostium may be seen in the middle of the image.  The left coronary cusp of the aortic valve may also be seen near the top of the image.",0,1,0,0,0
3167,"Heart0104-Right","still","2013-01-10 10:37:06","2013-01-10 10:37:52","Heart0104-Perfusion-Fixed-Aorta-Right-Coronary-Artery-Ostia","The right coronary artery ostium may be seen in this image.  The aortic valve is out of the image to the lower right.",0,1,0,0,0
3168,"Heart0104","still","2013-01-10 10:37:06","2014-07-24 13:21:52","Heart0104-Perfusion-Fixed-Left-Atrium-Fossa-Ovalis","A view of the atrial septum; the fossa ovalis may be seen near the right of the image.  The valve of foramen ovale, a remnant of the valve present during fetal development, may also be seen lining the edge of the fossa ovalis.",0,1,0,0,0
3169,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:52","Heart0104-Perfusion-Fixed-Left-Atrium-Left-Atrial-Appendage","A view of the left atrial appendage from the left atrium.  The pectinate muscles lining the inside of the left atrial appendage are also present.",0,1,0,0,0
3170,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Left-Atrium-Mitral-Valve","The posterior leaflet of the mitral valve may be seen near the bottom of the image and the anterior leaflet may be seen near the top.  The posterior papillary muscles are also visible in the center of the valve.  Additionally, the chordae tendineae connecting the papillary muscles to the valve leaflets may also be seen here.",0,1,0,0,0
3171,"Heart0104-Anterior","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Left-Ventricle-Anterior-Papillary-Muscle","The anterior papillary muscles as seen from the left ventricle may be seen here.  The chordae tendineae that link the anterior leaflet of the mitral valve to the papillary muscles may also be visualized.",0,1,0,0,0
3172,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Left-Ventricle-Aortic-Valve","The aortic valve as seen from the left ventricle may be seen here.  The muscluature of the left ventricular outflow tract is quite smooth as obvious by the lack lack of trabeculations compared to the remainder of the left ventricle.",0,1,0,0,0
3173,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Left-Ventricle-Left-Ventricle-Bands","The conduction bands in the left ventricle, the white colored tissue, can be seen here.  The trabeculae carneae that lines the inside of the left ventricle is also present.",0,1,0,0,0
3174,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Left-Ventricle-Mitral-Valve","The mitral valve as seen from the left ventricle may be seen in this image.  The chordae tendineae that link the papillary muscles and the valve leaflets can also be seen.",0,1,0,0,0
3175,"Heart0104-Posterior","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Left-Ventricle-Posterior-Papillary-Muscle","The posterior papillary muslces as seen from the left ventricle.  The chordae tendineae linking the papillary muscles and the valve leaflets may also be seen near the top of the image.",0,1,0,0,0
3176,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Pulmonary-Artery-Pulmonary-Valve","The pulmonary valve as seen from the pulmonary artery.  ",0,1,0,0,0
3177,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Atrium-Coronary-Sinus-Ostium","The coronary sinus ostium as seen from the right atrium.  A thesbian valve to the right of the coronary sinus ostium may also be seen here.",0,1,0,0,0
3178,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Atrium-Crista-Terminalis","The right atrial appendage may be seen in this image.  The crista terminalis is present at the top of the image.  The pestinate muscles that line the inside of the right atrial appendage may also be seen.",0,1,0,0,0
3179,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Atrium-Fossa-Ovalis","The fossa ovalis as seen from the right atrium.  ",0,1,0,0,0
3180,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Atrium-Inferior-Vena-Cava-Ostium","The IVC (inferior vena cava) ostium may be seen at the top middle of the image.  The IVC was sewn partially sewn closed.",0,1,0,0,0
3181,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Atrium-Triangle-of-Koch","The triangle of Koch as seen from the right atrium.  The fossa ovalis may be seen on the left of the image and the coronary sinus ostium adjacent to the triangle of Koch.  The coronary sinus ostium, tendon of Todaro, and the anterior leaflet of the tricuspid valve define the boundaries of the triangle of Koch.",0,1,0,0,0
3182,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Atrium-Tricuspid-Valve","The triscupid valve as seen from the right atrium.  The anterior leaflet is on the upper portion of the image.  The septal leaflet is on the bottom of the image, and the posterior leaflet is on the right side fo the image.",0,1,0,0,0
3183,"Heart0104-Anterior","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Ventricle-Anterior-Papillary-Muscle","The anterior papillary muscle may be seen in the center of the image.  Adjacent to the anterior papillary muscle is the posterior papillary muscle.  Connecting the papillary muscles to the valve leaflets are the chordae tendineae.",0,1,0,0,0
3184,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Ventricle-Apex","The right ventricle apex is visualized here.  Trabeculations are visible lining the walls of the ventricle.  Additionally, conduction bands, the white tissue, is also present.",0,1,0,0,0
3185,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Ventricle-Moderator-Band","The moderator band as seen from the right ventricle.  Adjacent to the left of the moderator band is the anterior papipllary muscle of the tricuspid valve.",0,1,0,0,0
3186,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Ventricle-Outflow-Tract","The right ventricular outflow track may be seen here; the RVOT terminates at the pulmonary valve.",0,1,0,0,0
3187,"Heart0104","still","2013-01-10 10:37:06","2013-01-10 10:37:53","Heart0104-Perfusion-Fixed-Right-Ventricle-Tricuspid-Valve","View of the tricuspid valve as seen from the right ventricle.  The transistion of the valve leaflets to the chordae tendineae to the papillary muslces may also be seen.",0,1,0,0,0
3188,"Heart0194","still","2013-01-10 11:33:49","2013-01-10 11:34:39","Heart0194-Perfusion-Fixed-Aorta-Aortic-Valve","The aortic valve as seen from the ascending aorta.  Calcifications are present on the leaflets.",0,1,0,0,0
3189,"Heart0194-Left","still","2013-01-10 11:33:49","2013-01-10 11:34:39","Heart0194-Perfusion-Fixed-Aorta-Left-Coronary-Artery-Ostia","The left coronary artery ostium may be seen here; the left coronary cusp of the aortic valve is off the image to the top left.",0,1,0,0,0
3190,"Heart0194-Right","still","2013-01-10 11:33:49","2013-01-10 11:34:39","Heart0194-Perfusion-Fixed-Aorta-Right-Coronary-Artery-Ostia","The right coronary artery ostium is in the center of the image and the right coronary cusp of the aortic valve is off of the image to the bottom right.",0,1,0,0,0
3191,"Heart0194","still","2013-01-10 11:33:49","2014-07-24 13:21:52","Heart0194-Perfusion-Fixed-Left-Atrium-Fossa-Ovalis","The fossa ovalis as seen from the left atrium.  The valve of foramen ovale, which is generally sealed shortly after birth, outlines the fossa ovalis.",0,1,0,0,0
3192,"Heart0194","still","2013-01-10 11:33:49","2013-01-10 11:34:39","Heart0194-Perfusion-Fixed-Left-Atrium-Left-Atrial-Appendage","A view of the left atrial appendage from the left atrium.  The pectinate muscles lining the inside of the appendage are also visible.",0,1,0,0,0
3193,"Heart0194","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Atrium-Mitral-Valve","The mitral valve as seen from the left atrium.  The anterior leaflet is to the left and the posterior leaflet of the mitral valve is to the right.",0,1,0,0,0
3194,"Heart0194-Left","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Atrium-Pulmonary-Vein-Ostia-Left","The left pulmonary vein ostia as seen from the left atrium.",0,1,0,0,0
3195,"Heart0194-Right","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Atrium-Pulmonary-Vein-Ostia-Right","The right pulmonary vein as seen from the left atrium.  The inferior right pulmonary vein is on the right and the superior is on the left.  The pulmonary veins are cannulated in this image.",0,1,0,0,0
3196,"Heart0194-Anterior","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Ventricle-Anterior-Papillary-Muscle","A closeup view of the anterior papillary muscle from the left ventricle.  The chordae tendineae that connect the papillary muscle to the valve leaflet are also visible.",0,1,0,0,0
3197,"Heart0194","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Ventricle-Aortic-Valve","A view of the aortic valve as seen from the left ventricle.  The walls of the left ventricular outflow tract are quite smooth in comparison to the rest of the chamber.",0,1,0,0,0
3198,"Heart0194","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Ventricle-Apex","The apex of the left ventricle may be seen here.  The extensive trabeculae carneae network lining the inside of the ventricle are also quite prominent.",0,1,0,0,0
3199,"Heart0194","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Ventricle-Free-Wall","The free wall of the left ventricle may be visualized here.  Trabeculae carneae lining the inside of the left ventricle are also visible in this image.",0,1,0,0,0
3200,"Heart0194","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Ventricle-Mitral-Valve","The mitral valve as seen from the left ventricle.  The anterior papillary muscle is in the top left connected by the chordae tendineae to the anterior valve leaflet.",0,1,0,0,0
3201,"Heart0194-Posterior","still","2013-01-10 11:33:49","2013-01-10 11:34:40","Heart0194-Perfusion-Fixed-Left-Ventricle-Posterior-Papillary-Muscle","The posterior papillary muscles as seen from the left ventricle.  The chordae tendineae that connect the papillary muscles to the posterior valve leaflet are also visible here.",0,1,0,0,0
